time,particle_id,x,y,mesh_index
3000,2900,-999,-999,-1
3000,2901,-999,-999,-1
3000,2902,-999,-999,-1
3000,2903,-999,-999,-1
3000,2904,-999,-999,-1
3000,2905,-999,-999,-1
3000,2906,-999,-999,-1
3000,2907,-999,-999,-1
3000,2908,-999,-999,-1
3000,2909,-999,-999,-1
3000,2910,-999,-999,-1
3000,2911,-999,-999,-1
3000,2912,-999,-999,-1
3000,2913,-999,-999,-1
3000,2914,-999,-999,-1
3000,2915,-999,-999,-1
3000,2916,-999,-999,-1
3000,2917,-999,-999,-1
3000,2918,-999,-999,-1
3000,2919,-999,-999,-1
3000,2920,-999,-999,-1
3000,2921,-999,-999,-1
3000,2922,-999,-999,-1
3000,2923,-999,-999,-1
3000,2924,-999,-999,-1
3000,2925,-999,-999,-1
3000,2926,-999,-999,-1
3000,2927,-999,-999,-1
3000,2928,-999,-999,-1
3000,2929,-999,-999,-1
3000,2930,-999,-999,-1
3000,2931,-999,-999,-1
3000,2932,-999,-999,-1
3000,2933,-999,-999,-1
3000,2934,-999,-999,-1
3000,2935,-999,-999,-1
3000,2936,-999,-999,-1
3000,2937,-999,-999,-1
3000,2938,-999,-999,-1
3000,2939,-999,-999,-1
3000,2940,-999,-999,-1
3000,2941,-999,-999,-1
3000,2942,-999,-999,-1
3000,2943,-999,-999,-1
3000,2944,-999,-999,-1
3000,2945,-999,-999,-1
3000,2946,-999,-999,-1
3000,2947,-999,-999,-1
3000,2948,-999,-999,-1
3000,2949,-999,-999,-1
3000,2950,-999,-999,-1
3000,2951,-999,-999,-1
3000,2952,-999,-999,-1
3000,2953,-999,-999,-1
3000,2954,-999,-999,-1
3000,2955,-999,-999,-1
3000,2956,-999,-999,-1
3000,2957,-999,-999,-1
3000,2958,-999,-999,-1
3000,2959,-999,-999,-1
3000,2960,-999,-999,-1
3000,2961,-999,-999,-1
3000,2962,-999,-999,-1
3000,2963,-999,-999,-1
3000,2964,-999,-999,-1
3000,2965,-999,-999,-1
3000,2966,-999,-999,-1
3000,2967,-999,-999,-1
3000,2968,-999,-999,-1
3000,2969,-999,-999,-1
3000,2970,-999,-999,-1
3000,2971,-999,-999,-1
3000,2972,-999,-999,-1
3000,2973,-999,-999,-1
3000,2974,-999,-999,-1
3000,2975,-999,-999,-1
3000,2976,-999,-999,-1
3000,2977,-999,-999,-1
3000,2978,-999,-999,-1
3000,2979,-999,-999,-1
3000,2980,-999,-999,-1
3000,2981,-999,-999,-1
3000,2982,-999,-999,-1
3000,2983,-999,-999,-1
3000,2984,-999,-999,-1
3000,2985,-999,-999,-1
3000,2986,-999,-999,-1
3000,2987,-999,-999,-1
3000,2988,-999,-999,-1
3000,2989,-999,-999,-1
3000,2990,-999,-999,-1
3000,2991,-999,-999,-1
3000,2992,-999,-999,-1
3000,2993,-999,-999,-1
3000,2994,-999,-999,-1
3000,2995,-999,-999,-1
3000,2996,-999,-999,-1
3000,2997,-999,-999,-1
3000,2998,-999,-999,-1
3000,2999,-999,-999,-1
