time,particle_id,x,y,mesh_index
2000,1900,-999,-999,-1
2000,1901,-999,-999,-1
2000,1902,-999,-999,-1
2000,1903,-999,-999,-1
2000,1904,-999,-999,-1
2000,1905,-999,-999,-1
2000,1906,-999,-999,-1
2000,1907,-999,-999,-1
2000,1908,-999,-999,-1
2000,1909,-999,-999,-1
2000,1910,-999,-999,-1
2000,1911,-999,-999,-1
2000,1912,-999,-999,-1
2000,1913,-999,-999,-1
2000,1914,-999,-999,-1
2000,1915,-999,-999,-1
2000,1916,-999,-999,-1
2000,1917,-999,-999,-1
2000,1918,-999,-999,-1
2000,1919,-999,-999,-1
2000,1920,-999,-999,-1
2000,1921,-999,-999,-1
2000,1922,-999,-999,-1
2000,1923,-999,-999,-1
2000,1924,-999,-999,-1
2000,1925,-999,-999,-1
2000,1926,-999,-999,-1
2000,1927,-999,-999,-1
2000,1928,-999,-999,-1
2000,1929,-999,-999,-1
2000,1930,-999,-999,-1
2000,1931,-999,-999,-1
2000,1932,-999,-999,-1
2000,1933,-999,-999,-1
2000,1934,-999,-999,-1
2000,1935,-999,-999,-1
2000,1936,-999,-999,-1
2000,1937,-999,-999,-1
2000,1938,-999,-999,-1
2000,1939,-999,-999,-1
2000,1940,-999,-999,-1
2000,1941,-999,-999,-1
2000,1942,-999,-999,-1
2000,1943,-999,-999,-1
2000,1944,-999,-999,-1
2000,1945,-999,-999,-1
2000,1946,-999,-999,-1
2000,1947,-999,-999,-1
2000,1948,-999,-999,-1
2000,1949,-999,-999,-1
2000,1950,-999,-999,-1
2000,1951,-999,-999,-1
2000,1952,-999,-999,-1
2000,1953,-999,-999,-1
2000,1954,-999,-999,-1
2000,1955,-999,-999,-1
2000,1956,-999,-999,-1
2000,1957,-999,-999,-1
2000,1958,-999,-999,-1
2000,1959,-999,-999,-1
2000,1960,-999,-999,-1
2000,1961,-999,-999,-1
2000,1962,-999,-999,-1
2000,1963,-999,-999,-1
2000,1964,-999,-999,-1
2000,1965,-999,-999,-1
2000,1966,-999,-999,-1
2000,1967,-999,-999,-1
2000,1968,-999,-999,-1
2000,1969,-999,-999,-1
2000,1970,-999,-999,-1
2000,1971,-999,-999,-1
2000,1972,-999,-999,-1
2000,1973,-999,-999,-1
2000,1974,-999,-999,-1
2000,1975,-999,-999,-1
2000,1976,-999,-999,-1
2000,1977,-999,-999,-1
2000,1978,-999,-999,-1
2000,1979,-999,-999,-1
2000,1980,-999,-999,-1
2000,1981,-999,-999,-1
2000,1982,-999,-999,-1
2000,1983,-999,-999,-1
2000,1984,-999,-999,-1
2000,1985,-999,-999,-1
2000,1986,-999,-999,-1
2000,1987,-999,-999,-1
2000,1988,-999,-999,-1
2000,1989,-999,-999,-1
2000,1990,-999,-999,-1
2000,1991,-999,-999,-1
2000,1992,-999,-999,-1
2000,1993,-999,-999,-1
2000,1994,-999,-999,-1
2000,1995,-999,-999,-1
2000,1996,-999,-999,-1
2000,1997,-999,-999,-1
2000,1998,-999,-999,-1
2000,1999,-999,-999,-1
