time,particle_id,x,y,mesh_index
8000,7900,-999,-999,-1
8000,7901,-999,-999,-1
8000,7902,-999,-999,-1
8000,7903,-999,-999,-1
8000,7904,-999,-999,-1
8000,7905,-999,-999,-1
8000,7906,-999,-999,-1
8000,7907,-999,-999,-1
8000,7908,-999,-999,-1
8000,7909,-999,-999,-1
8000,7910,-999,-999,-1
8000,7911,-999,-999,-1
8000,7912,-999,-999,-1
8000,7913,-999,-999,-1
8000,7914,-999,-999,-1
8000,7915,-999,-999,-1
8000,7916,-999,-999,-1
8000,7917,-999,-999,-1
8000,7918,-999,-999,-1
8000,7919,-999,-999,-1
8000,7920,-999,-999,-1
8000,7921,-999,-999,-1
8000,7922,-999,-999,-1
8000,7923,-999,-999,-1
8000,7924,-999,-999,-1
8000,7925,-999,-999,-1
8000,7926,-999,-999,-1
8000,7927,-999,-999,-1
8000,7928,-999,-999,-1
8000,7929,-999,-999,-1
8000,7930,-999,-999,-1
8000,7931,-999,-999,-1
8000,7932,-999,-999,-1
8000,7933,-999,-999,-1
8000,7934,-999,-999,-1
8000,7935,-999,-999,-1
8000,7936,-999,-999,-1
8000,7937,-999,-999,-1
8000,7938,-999,-999,-1
8000,7939,-999,-999,-1
8000,7940,-999,-999,-1
8000,7941,-999,-999,-1
8000,7942,-999,-999,-1
8000,7943,-999,-999,-1
8000,7944,-999,-999,-1
8000,7945,-999,-999,-1
8000,7946,-999,-999,-1
8000,7947,-999,-999,-1
8000,7948,-999,-999,-1
8000,7949,-999,-999,-1
8000,7950,-999,-999,-1
8000,7951,-999,-999,-1
8000,7952,-999,-999,-1
8000,7953,-999,-999,-1
8000,7954,-999,-999,-1
8000,7955,-999,-999,-1
8000,7956,-999,-999,-1
8000,7957,-999,-999,-1
8000,7958,-999,-999,-1
8000,7959,-999,-999,-1
8000,7960,-999,-999,-1
8000,7961,-999,-999,-1
8000,7962,-999,-999,-1
8000,7963,-999,-999,-1
8000,7964,-999,-999,-1
8000,7965,-999,-999,-1
8000,7966,-999,-999,-1
8000,7967,-999,-999,-1
8000,7968,-999,-999,-1
8000,7969,-999,-999,-1
8000,7970,-999,-999,-1
8000,7971,-999,-999,-1
8000,7972,-999,-999,-1
8000,7973,-999,-999,-1
8000,7974,-999,-999,-1
8000,7975,-999,-999,-1
8000,7976,-999,-999,-1
8000,7977,-999,-999,-1
8000,7978,-999,-999,-1
8000,7979,-999,-999,-1
8000,7980,-999,-999,-1
8000,7981,-999,-999,-1
8000,7982,-999,-999,-1
8000,7983,-999,-999,-1
8000,7984,-999,-999,-1
8000,7985,-999,-999,-1
8000,7986,-999,-999,-1
8000,7987,-999,-999,-1
8000,7988,-999,-999,-1
8000,7989,-999,-999,-1
8000,7990,-999,-999,-1
8000,7991,-999,-999,-1
8000,7992,-999,-999,-1
8000,7993,-999,-999,-1
8000,7994,-999,-999,-1
8000,7995,-999,-999,-1
8000,7996,-999,-999,-1
8000,7997,-999,-999,-1
8000,7998,-999,-999,-1
8000,7999,-999,-999,-1
