time,particle_id,x,y,mesh_index,mesh_index_original
600000,599305,0.00123753,-0.00140003,2490,589
600000,599400,0.00125088,-0.00127035,3405,2677
600000,599615,0.00196635,-0.00053843,363,3671
600000,599701,0.00170646,-0.000852234,550,575
600000,599704,0.00113894,-0.00115466,1037,1183
600000,599707,0.00346874,-0.000439944,2448,2604
600000,599718,0.00104706,-0.00123647,3104,3222
600000,599719,0.00108387,-0.00131131,185,197
600000,599777,0.000517901,0.000723323,3065,3186
600000,599800,-0.00169119,-0.000319997,3449,2647
600000,599801,0.00180239,-0.000250572,1115,1273
600000,599802,0.000444009,-0.000259934,3339,3434
600000,599804,0.000733049,-0.00087047,854,972
600000,599805,0.00167443,-0.000326345,3959,4008
600000,599806,0.0007342,-0.000881173,326,360
600000,599807,0.000660679,-0.000873678,2191,359
600000,599808,0.000391294,-0.000942627,89,95
600000,599809,0.00203546,0.000239412,3914,2804
600000,599811,0.00218526,-0.000437682,2259,404
600000,599812,0.000892325,-0.000989712,850,968
600000,599813,0.000905097,-0.00103481,851,969
600000,599814,0.00289037,-3.46992e-05,4454,4468
600000,599815,0.00163509,-0.00031277,3958,4007
600000,599816,0.00123103,0.000111206,3758,3834
600000,599817,0.00181172,1.12264e-05,3967,4019
600000,599818,0.000724704,-0.000876415,326,360
600000,599820,0.000655142,-0.000796545,922,1054
600000,599821,0.00161072,0.000899705,3715,3791
600000,599822,0.00139233,0.00106487,746,855
600000,599823,-0.000721441,0.00115805,3532,1604
600000,599827,0.00203036,0.000301463,4176,4209
600000,599829,0.00160291,0.000963726,745,853
600000,599831,0.00271961,0.000188,843,3238
600000,599833,0.00153985,0.000837731,1720,1929
600000,599834,-0.000934886,7.3572e-05,2393,1103
600000,599835,0.00155072,0.000830738,3716,3792
600000,599837,0.00155882,0.00107078,3325,3422
600000,599839,0.00211215,0.00043727,351,389
600000,599840,0.00160923,0.000799067,3708,3784
600000,599842,0.00291297,0.000188,3412,3511
600000,599844,0.00298565,0.00045146,794,910
600000,599845,0.00173462,0.000621787,3355,3452
600000,599846,0.00295235,0.000235658,3414,1974
600000,599847,0.00282989,-4.36804e-05,4078,2902
600000,599850,0.000929897,0.00128959,3187,3291
600000,599851,0.00269971,0.000156231,1004,1147
600000,599853,0.0018406,0.000166467,1158,4314
600000,599857,0.00184,-0.000446459,2384,1794
600000,599858,0.00259587,0.000377393,2507,2656
600000,599863,0.0012457,0.00121955,605,687
600000,599865,0.00162484,0.000743505,1711,1918
600000,599867,0.00151924,0.00102933,3323,3420
600000,599868,0.00173596,0.000878626,1715,1923
600000,599870,0.00283644,0.000193585,1768,1972
600000,599871,0.00172516,0.000717689,2433,2589
600000,599874,0.00152984,0.00103972,3325,3422
600000,599876,0.00117781,0.00130088,551,628
600000,599877,0.00182665,0.00085626,4384,4402
600000,599879,0.0015579,0.000659417,376,418
600000,599880,0.00303899,6.75e-05,1333,1511
600000,599884,0.0014509,0.000640662,668,3565
600000,599885,0.00166926,0.000599892,4307,4332
600000,599886,0.00162532,0.00114204,1596,1807
600000,599887,0.00208674,0.000440975,351,389
600000,599890,0.00156008,0.000865021,3715,3791
600000,599891,0.0019987,0.00032291,917,1049
600000,599892,0.00144982,0.000141674,1885,2085
600000,599894,0.00170064,0.000648133,1457,1654
600000,599895,0.00181873,0.00019406,3280,3381
600000,599896,0.000996244,0.000570523,3666,3743
600000,599898,0.00152162,0.000878914,2612,2751
600000,599899,0.00171294,0.000860061,3710,3786
