time,particle_id,x,y,mesh_index,mesh_index_original
200000,19590,0.00130578,-0.00138141,2493,591
200000,19932,0.00124305,-0.00124482,2534,2678
200000,19948,0.00179758,0.000655416,1227,1396
200000,19961,0.000988497,-0.00144609,3875,2293
200000,19972,0.000847348,-0.000902163,1796,1996
200000,19977,0.00177312,-0.00051584,2377,3010
200000,19980,0.00176458,-2.80758e-05,4416,4422
200000,19981,0.00188363,0.000193878,4295,4311
200000,19982,0.00106977,-0.000274786,2282,2445
200000,19983,0.00192869,-4.4659e-05,4127,4155
200000,19984,0.00109756,0.000992551,2617,2757
200000,19985,0.00135751,0.000695038,1354,1534
200000,19986,0.00270969,0.00015456,844,960
200000,19987,0.00166612,0.000469724,918,1047
200000,19988,0.00158996,0.000572793,315,348
200000,19989,0.00110798,0.00118668,1235,1406
