time,particle_id,x,y,mesh_index,mesh_index_original
151200,6400,0.00979989,0,0,0
151200,6401,0.00979989,0,0,0
151200,6402,0.00979989,0,0,0
151200,6403,0.00979989,0,0,0
151200,6404,0.00979989,0,0,0
151200,6405,0.00979989,0,0,0
151200,6406,0.00979989,0,0,0
151200,6407,0.00979989,0,0,0
151200,6408,0.00979989,0,0,0
151200,6409,0.00979989,0,0,0
151200,6410,0.00979989,0,0,0
151200,6411,0.00979989,0,0,0
151200,6412,0.00979989,0,0,0
151200,6413,0.00979989,0,0,0
151200,6414,0.00979989,0,0,0
151200,6415,0.00979989,0,0,0
151200,6416,0.00979989,0,0,0
151200,6417,0.00979989,0,0,0
151200,6418,0.00979989,0,0,0
151200,6419,0.00979989,0,0,0
151200,6420,0.00979989,0,0,0
151200,6421,0.00979989,0,0,0
151200,6422,0.00979989,0,0,0
151200,6423,0.00979989,0,0,0
151200,6424,0.00979989,0,0,0
151200,6425,0.00979989,0,0,0
151200,6426,0.00979989,0,0,0
151200,6427,0.00979989,0,0,0
151200,6428,0.00979989,0,0,0
151200,6429,0.00979989,0,0,0
151200,6430,0.00979989,0,0,0
151200,6431,0.00979989,0,0,0
151200,6432,0.00979989,0,0,0
151200,6433,0.00979989,0,0,0
151200,6434,0.00979989,0,0,0
151200,6435,0.00979989,0,0,0
151200,6436,0.00979989,0,0,0
151200,6437,0.00979989,0,0,0
151200,6438,0.00979989,0,0,0
151200,6439,0.00979989,0,0,0
151200,6440,0.00979989,0,0,0
151200,6441,0.00979989,0,0,0
151200,6442,0.00979989,0,0,0
151200,6443,0.00979989,0,0,0
151200,6444,0.00979989,0,0,0
151200,6445,0.00979989,0,0,0
151200,6446,0.00979989,0,0,0
151200,6447,0.00979989,0,0,0
151200,6448,0.00979989,0,0,0
151200,6449,0.00979989,0,0,0
151200,6450,0.00979989,0,0,0
151200,6451,0.00979989,0,0,0
151200,6452,0.00979989,0,0,0
151200,6453,0.00979989,0,0,0
151200,6454,0.00979989,0,0,0
151200,6455,0.00979989,0,0,0
151200,6456,0.00979989,0,0,0
151200,6457,0.00979989,0,0,0
151200,6458,0.00979989,0,0,0
151200,6459,0.00979989,0,0,0
151200,6460,0.00979989,0,0,0
151200,6461,0.00979989,0,0,0
151200,6462,0.00979989,0,0,0
151200,6463,0.00979989,0,0,0
151200,6464,0.00979989,0,0,0
151200,6465,0.00979989,0,0,0
151200,6466,0.00979989,0,0,0
151200,6467,0.00979989,0,0,0
151200,6468,0.00979989,0,0,0
151200,6469,0.00979989,0,0,0
151200,6470,0.00979989,0,0,0
151200,6471,0.00979989,0,0,0
151200,6472,0.00979989,0,0,0
151200,6473,0.00979989,0,0,0
151200,6474,0.00979989,0,0,0
151200,6475,0.00979989,0,0,0
151200,6476,0.00979989,0,0,0
151200,6477,0.00979989,0,0,0
151200,6478,0.00979989,0,0,0
151200,6479,0.00979989,0,0,0
151200,6480,0.00979989,0,0,0
151200,6481,0.00979989,0,0,0
151200,6482,0.00979989,0,0,0
151200,6483,0.00979989,0,0,0
151200,6484,0.00979989,0,0,0
151200,6485,0.00979989,0,0,0
151200,6486,0.00979989,0,0,0
151200,6487,0.00979989,0,0,0
151200,6488,0.00979989,0,0,0
151200,6489,0.00979989,0,0,0
151200,6490,0.00979989,0,0,0
151200,6491,0.00979989,0,0,0
151200,6492,0.00979989,0,0,0
151200,6493,0.00979989,0,0,0
151200,6494,0.00979989,0,0,0
151200,6495,0.00979989,0,0,0
151200,6496,0.00979989,0,0,0
151200,6497,0.00979989,0,0,0
151200,6498,0.00979989,0,0,0
151200,6499,0.00979989,0,0,0
151200,6500,0.00545698,0,0,0
151200,6501,0.00545698,0,0,0
151200,6502,0.00545698,0,0,0
151200,6503,0.00545698,0,0,0
151200,6504,0.00545698,0,0,0
151200,6505,0.00545698,0,0,0
151200,6506,0.00545698,0,0,0
151200,6507,0.00545698,0,0,0
151200,6508,0.00545698,0,0,0
151200,6509,0.00545698,0,0,0
151200,6510,0.00545698,0,0,0
151200,6511,0.00545698,0,0,0
151200,6512,0.00545698,0,0,0
151200,6513,0.00545698,0,0,0
151200,6514,0.00545698,0,0,0
151200,6515,0.00545698,0,0,0
151200,6516,0.00545698,0,0,0
151200,6517,0.00545698,0,0,0
151200,6518,0.00545698,0,0,0
151200,6519,0.00545698,0,0,0
151200,6520,0.00545698,0,0,0
151200,6521,0.00545698,0,0,0
151200,6522,0.00545698,0,0,0
151200,6523,0.00545698,0,0,0
151200,6524,0.00545698,0,0,0
151200,6525,0.00545698,0,0,0
151200,6526,0.00545698,0,0,0
151200,6527,0.00545698,0,0,0
151200,6528,0.00545698,0,0,0
151200,6529,0.00545698,0,0,0
151200,6530,0.00545698,0,0,0
151200,6531,0.00545698,0,0,0
151200,6532,0.00545698,0,0,0
151200,6533,0.00545698,0,0,0
151200,6534,0.00545698,0,0,0
151200,6535,0.00545698,0,0,0
151200,6536,0.00545698,0,0,0
151200,6537,0.00545698,0,0,0
151200,6538,0.00545698,0,0,0
151200,6539,0.00545698,0,0,0
151200,6540,0.00545698,0,0,0
151200,6541,0.00545698,0,0,0
151200,6542,0.00545698,0,0,0
151200,6543,0.00545698,0,0,0
151200,6544,0.00545698,0,0,0
151200,6545,0.00545698,0,0,0
151200,6546,0.00545698,0,0,0
151200,6547,0.00545698,0,0,0
151200,6548,0.00545698,0,0,0
151200,6549,0.00545698,0,0,0
151200,6550,0.00545698,0,0,0
151200,6551,0.00545698,0,0,0
151200,6552,0.00545698,0,0,0
151200,6553,0.00545698,0,0,0
151200,6554,0.00545698,0,0,0
151200,6555,0.00545698,0,0,0
151200,6556,0.00545698,0,0,0
151200,6557,0.00545698,0,0,0
151200,6558,0.00545698,0,0,0
151200,6559,0.00545698,0,0,0
151200,6560,0.00545698,0,0,0
151200,6561,0.00545698,0,0,0
151200,6562,0.00545698,0,0,0
151200,6563,0.00545698,0,0,0
151200,6564,0.00545698,0,0,0
151200,6565,0.00545698,0,0,0
151200,6566,0.00545698,0,0,0
151200,6567,0.00545698,0,0,0
151200,6568,0.00545698,0,0,0
151200,6569,0.00545698,0,0,0
151200,6570,0.00545698,0,0,0
151200,6571,0.00545698,0,0,0
151200,6572,0.00545698,0,0,0
151200,6573,0.00545698,0,0,0
151200,6574,0.00545698,0,0,0
151200,6575,0.00545698,0,0,0
151200,6576,0.00545698,0,0,0
151200,6577,0.00545698,0,0,0
151200,6578,0.00545698,0,0,0
151200,6579,0.00545698,0,0,0
151200,6580,0.00545698,0,0,0
151200,6581,0.00545698,0,0,0
151200,6582,0.00545698,0,0,0
151200,6583,0.00545698,0,0,0
151200,6584,0.00545698,0,0,0
151200,6585,0.00545698,0,0,0
151200,6586,0.00545698,0,0,0
151200,6587,0.00545698,0,0,0
151200,6588,0.00545698,0,0,0
151200,6589,0.00545698,0,0,0
151200,6590,0.00545698,0,0,0
151200,6591,0.00545698,0,0,0
151200,6592,0.00545698,0,0,0
151200,6593,0.00545698,0,0,0
151200,6594,0.00545698,0,0,0
151200,6595,0.00545698,0,0,0
151200,6596,0.00545698,0,0,0
151200,6597,0.00545698,0,0,0
151200,6598,0.00545698,0,0,0
151200,6599,0.00545698,0,0,0
151200,6600,0.00108167,0,0,0
151200,6601,0.00108167,0,0,0
151200,6602,0.00108167,0,0,0
151200,6603,0.00108167,0,0,0
151200,6604,0.00108167,0,0,0
151200,6605,0.00108167,0,0,0
151200,6606,0.00108167,0,0,0
151200,6607,0.00108167,0,0,0
151200,6608,0.00108167,0,0,0
151200,6609,0.00108167,0,0,0
151200,6610,0.00108167,0,0,0
151200,6611,0.00108167,0,0,0
151200,6612,0.00108167,0,0,0
151200,6613,0.00108167,0,0,0
151200,6614,0.00108167,0,0,0
151200,6615,0.00108167,0,0,0
151200,6616,0.00108167,0,0,0
151200,6617,0.00108167,0,0,0
151200,6618,0.00108167,0,0,0
151200,6619,0.00108167,0,0,0
151200,6620,0.00108167,0,0,0
151200,6621,0.00108167,0,0,0
151200,6622,0.00108167,0,0,0
151200,6623,0.00108167,0,0,0
151200,6624,0.00108167,0,0,0
151200,6625,0.00108167,0,0,0
151200,6626,0.00108167,0,0,0
151200,6627,0.00108167,0,0,0
151200,6628,0.00108167,0,0,0
151200,6629,0.00108167,0,0,0
151200,6630,0.00108167,0,0,0
151200,6631,0.00108167,0,0,0
151200,6632,0.00108167,0,0,0
151200,6633,0.00108167,0,0,0
151200,6634,0.00108167,0,0,0
151200,6635,0.00108167,0,0,0
151200,6636,0.00108167,0,0,0
151200,6637,0.00108167,0,0,0
151200,6638,0.00108167,0,0,0
151200,6639,0.00108167,0,0,0
151200,6640,0.00108167,0,0,0
151200,6641,0.00108167,0,0,0
151200,6642,0.00108167,0,0,0
151200,6643,0.00108167,0,0,0
151200,6644,0.00108167,0,0,0
151200,6645,0.00108167,0,0,0
151200,6646,0.00108167,0,0,0
151200,6647,0.00108167,0,0,0
151200,6648,0.00108167,0,0,0
151200,6649,0.00108167,0,0,0
151200,6650,0.00108167,0,0,0
151200,6651,0.00108167,0,0,0
151200,6652,0.00108167,0,0,0
151200,6653,0.00108167,0,0,0
151200,6654,0.00108167,0,0,0
151200,6655,0.00108167,0,0,0
151200,6656,0.00108167,0,0,0
151200,6657,0.00108167,0,0,0
151200,6658,0.00108167,0,0,0
151200,6659,0.00108167,0,0,0
151200,6660,0.00108167,0,0,0
151200,6661,0.00108167,0,0,0
151200,6662,0.00108167,0,0,0
151200,6663,0.00108167,0,0,0
151200,6664,0.00108167,0,0,0
151200,6665,0.00108167,0,0,0
151200,6666,0.00108167,0,0,0
151200,6667,0.00108167,0,0,0
151200,6668,0.00108167,0,0,0
151200,6669,0.00108167,0,0,0
151200,6670,0.00108167,0,0,0
151200,6671,0.00108167,0,0,0
151200,6672,0.00108167,0,0,0
151200,6673,0.00108167,0,0,0
151200,6674,0.00108167,0,0,0
151200,6675,0.00108167,0,0,0
151200,6676,0.00108167,0,0,0
151200,6677,0.00108167,0,0,0
151200,6678,0.00108167,0,0,0
151200,6679,0.00108167,0,0,0
151200,6680,0.00108167,0,0,0
151200,6681,0.00108167,0,0,0
151200,6682,0.00108167,0,0,0
151200,6683,0.00108167,0,0,0
151200,6684,0.00108167,0,0,0
151200,6685,0.00108167,0,0,0
151200,6686,0.00108167,0,0,0
151200,6687,0.00108167,0,0,0
151200,6688,0.00108167,0,0,0
151200,6689,0.00108167,0,0,0
151200,6690,0.00108167,0,0,0
151200,6691,0.00108167,0,0,0
151200,6692,0.00108167,0,0,0
151200,6693,0.00108167,0,0,0
151200,6694,0.00108167,0,0,0
151200,6695,0.00108167,0,0,0
151200,6696,0.00108167,0,0,0
151200,6697,0.00108167,0,0,0
151200,6698,0.00108167,0,0,0
151200,6699,0.00108167,0,0,0
151200,6700,-0.00332619,0,0,0
151200,6701,-0.00332619,0,0,0
151200,6702,-0.00332619,0,0,0
151200,6703,-0.00332619,0,0,0
151200,6704,-0.00332619,0,0,0
151200,6705,-0.00332619,0,0,0
151200,6706,-0.00332619,0,0,0
151200,6707,-0.00332619,0,0,0
151200,6708,-0.00332619,0,0,0
151200,6709,-0.00332619,0,0,0
151200,6710,-0.00332619,0,0,0
151200,6711,-0.00332619,0,0,0
151200,6712,-0.00332619,0,0,0
151200,6713,-0.00332619,0,0,0
151200,6714,-0.00332619,0,0,0
151200,6715,-0.00332619,0,0,0
151200,6716,-0.00332619,0,0,0
151200,6717,-0.00332619,0,0,0
151200,6718,-0.00332619,0,0,0
151200,6719,-0.00332619,0,0,0
151200,6720,-0.00332619,0,0,0
151200,6721,-0.00332619,0,0,0
151200,6722,-0.00332619,0,0,0
151200,6723,-0.00332619,0,0,0
151200,6724,-0.00332619,0,0,0
151200,6725,-0.00332619,0,0,0
151200,6726,-0.00332619,0,0,0
151200,6727,-0.00332619,0,0,0
151200,6728,-0.00332619,0,0,0
151200,6729,-0.00332619,0,0,0
151200,6730,-0.00332619,0,0,0
151200,6731,-0.00332619,0,0,0
151200,6732,-0.00332619,0,0,0
151200,6733,-0.00332619,0,0,0
151200,6734,-0.00332619,0,0,0
151200,6735,-0.00332619,0,0,0
151200,6736,-0.00332619,0,0,0
151200,6737,-0.00332619,0,0,0
151200,6738,-0.00332619,0,0,0
151200,6739,-0.00332619,0,0,0
151200,6740,-0.00332619,0,0,0
151200,6741,-0.00332619,0,0,0
151200,6742,-0.00332619,0,0,0
151200,6743,-0.00332619,0,0,0
151200,6744,-0.00332619,0,0,0
151200,6745,-0.00332619,0,0,0
151200,6746,-0.00332619,0,0,0
151200,6747,-0.00332619,0,0,0
151200,6748,-0.00332619,0,0,0
151200,6749,-0.00332619,0,0,0
151200,6750,-0.00332619,0,0,0
151200,6751,-0.00332619,0,0,0
151200,6752,-0.00332619,0,0,0
151200,6753,-0.00332619,0,0,0
151200,6754,-0.00332619,0,0,0
151200,6755,-0.00332619,0,0,0
151200,6756,-0.00332619,0,0,0
151200,6757,-0.00332619,0,0,0
151200,6758,-0.00332619,0,0,0
151200,6759,-0.00332619,0,0,0
151200,6760,-0.00332619,0,0,0
151200,6761,-0.00332619,0,0,0
151200,6762,-0.00332619,0,0,0
151200,6763,-0.00332619,0,0,0
151200,6764,-0.00332619,0,0,0
151200,6765,-0.00332619,0,0,0
151200,6766,-0.00332619,0,0,0
151200,6767,-0.00332619,0,0,0
151200,6768,-0.00332619,0,0,0
151200,6769,-0.00332619,0,0,0
151200,6770,-0.00332619,0,0,0
151200,6771,-0.00332619,0,0,0
151200,6772,-0.00332619,0,0,0
151200,6773,-0.00332619,0,0,0
151200,6774,-0.00332619,0,0,0
151200,6775,-0.00332619,0,0,0
151200,6776,-0.00332619,0,0,0
151200,6777,-0.00332619,0,0,0
151200,6778,-0.00332619,0,0,0
151200,6779,-0.00332619,0,0,0
151200,6780,-0.00332619,0,0,0
151200,6781,-0.00332619,0,0,0
151200,6782,-0.00332619,0,0,0
151200,6783,-0.00332619,0,0,0
151200,6784,-0.00332619,0,0,0
151200,6785,-0.00332619,0,0,0
151200,6786,-0.00332619,0,0,0
151200,6787,-0.00332619,0,0,0
151200,6788,-0.00332619,0,0,0
151200,6789,-0.00332619,0,0,0
151200,6790,-0.00332619,0,0,0
151200,6791,-0.00332619,0,0,0
151200,6792,-0.00332619,0,0,0
151200,6793,-0.00332619,0,0,0
151200,6794,-0.00332619,0,0,0
151200,6795,-0.00332619,0,0,0
151200,6796,-0.00332619,0,0,0
151200,6797,-0.00332619,0,0,0
151200,6798,-0.00332619,0,0,0
151200,6799,-0.00332619,0,0,0
151200,6800,-0.0077667,0,0,0
151200,6801,-0.0077667,0,0,0
151200,6802,-0.0077667,0,0,0
151200,6803,-0.0077667,0,0,0
151200,6804,-0.0077667,0,0,0
