# time=900000
x1 y1 x2 y2 aperture velocity
-0.00373 -0.00283 -0.00352757 -0.00258291 0.000139123 0.00112149
-0.00373 -0.00164 -0.00324625 -0.001775 0.000138691 0.00169085
-0.00373 -0.00275 -0.00352757 -0.00258291 0.000132322 0.00123458
0.00166 0.00115 0.00163475 0.00112475 0.000112949 0.000276288
0.00166 0.00115 0.00176333 0.00125333 0.000112503 1.46179e-06
-0.00373 0.00211 -0.0033243 0.00180089 0.000268041 0.00873651
-0.00307 -0.00178 -0.00283176 -0.00170059 0.000175384 0.00115907
0.00286 0.000188 0.00290242 0.000207478 0.000115137 0.000961072
0.00286 0.000188 0.00289519 0.000188 0.000168436 0.00206518
0.00332 -0.000548 0.00338449 -0.000596367 0.000162363 0.000253371
0.00332 -0.000548 0.00331 -0.0005405 0.000161857 1.2512e-05
0.00189673 -0.000347672 0.00197863 -0.000431968 0.000136384 0.00111762
0.00189673 -0.000347672 0.00186998 -0.000394244 0.000150431 0.000243018
0.00171038 -0.000155878 0.00171636 -0.000162026 0.000131986 0.000464695
0.00171038 -0.000155878 0.0017059 -0.000163278 0.000118578 7.93007e-07
0.00171038 -0.000155878 0.00172213 -0.000136507 0.000118598 5.16545e-05
0.00147231 8.91569e-05 0.00151051 4.98413e-05 0.000132404 0.000420295
0.00142954 0.000133179 0.00144098 0.000121409 0.000133938 0.000329
0.00104901 0.000524471 0.0011279 0.000455617 0.000125867 0.000704504
0.00104901 0.000524471 0.00110262 0.000581917 0.000133435 0.000447865
0.00110262 0.000581917 0.00121677 0.000486026 0.000154505 0.0010472
0.00110262 0.000581917 0.00122748 0.000715713 0.000133292 0.000287272
0.00124971 0.000739541 0.00129362 0.000721415 0.000120191 0.000158906
0.00124971 0.000739541 0.00129211 0.000784973 0.000137468 0.000855575
0.00170562 0.00122808 0.00163891 0.0011566 0.000130271 1.41983e-05
0.00170562 0.00122808 0.00176333 0.00125333 9.65308e-05 3.68565e-05
0.00176154 0.00128801 0.00170562 0.00122808 0.000130236 1.09774e-05
0.00176154 0.00128801 0.00179969 0.00128969 0.000136821 0.000119526
0.00198327 0.00152561 0.00183658 0.00136842 0.0001302 4.98719e-05
0.00198327 0.00152561 0.00204176 0.00153176 0.000215834 5.87704e-05
0.00230999 0.000371954 0.00237885 0.000323703 0.000177898 0.00356497
0.00230999 0.000371954 0.00232931 0.0004056 0.000166774 0.00131469
0.00224427 0.000418003 0.00230999 0.000371954 0.000177083 0.00181877
0.00224427 0.000418003 0.00232931 0.0004056 0.000136297 0.00140255
-0.00126679 0.00116528 -0.00114191 0.00112907 0.000165095 0.00153251
-0.00126679 0.00116528 -0.00122783 0.00121477 0.00011778 0.000939678
-0.00104508 0.00144685 -0.00100426 0.00141688 0.000151999 0.000106166
-0.00104508 0.00144685 -0.00120452 0.00156387 0.000151866 4.3465e-05
-0.00104508 0.00144685 -0.00102953 0.0014666 0.000107434 0.000176312
-0.000920641 0.0016049 -0.000901687 0.00159332 0.000137024 3.46029e-05
-0.0016882 0.00128744 -0.00159052 0.00125912 0.000159366 0.00153275
-0.0016882 0.00128744 -0.00164137 0.0012542 0.000145997 0.000655696
-0.00177193 0.00131171 -0.0016882 0.00128744 0.000167363 0.0020315
-0.00177193 0.00131171 -0.00146052 0.0013294 0.000110181 0.000836537
-0.00190038 0.00134894 -0.00177193 0.00131171 0.000165536 0.00187875
-0.00190038 0.00134894 -0.00185752 0.00130685 0.000116802 0.000403687
-0.00209025 0.00140398 -0.00201255 0.00138146 0.000159565 0.00130366
-0.00209025 0.00140398 -0.00198773 0.00129945 9.7754e-05 0.000282444
-0.0021636 0.00142525 -0.00209025 0.00140398 0.000158925 0.000961943
-0.0021636 0.00142525 -0.00209108 0.0013084 9.27273e-05 9.56185e-05
-0.00268809 0.00157789 -0.00248264 0.00148515 0.00012931 0.00115483
-0.00268809 0.00157789 -0.0028226 0.00163861 0.000121348 0.000294617
-0.00268809 0.00157789 -0.00274646 0.00163637 0.000128241 0.000892159
-0.0028226 0.00163861 -0.00274646 0.00163637 0.000121198 0.000294982
0.000864018 0.000685928 0.000865631 0.00068452 0.00012225 0.000215955
0.000864018 0.000685928 0.000900507 0.000722566 0.000125455 0.000271504
-0.00274646 0.00163637 -0.00259178 0.00163182 0.000129439 0.0011601
0.00112262 0.000312225 0.00114267 0.000286314 0.000157572 0.00063121
0.00112262 0.000312225 0.00112501 0.000314611 0.000111473 0.000490916
0.00109176 0.000352114 0.00111097 0.000327283 0.00015992 0.000756662
0.00109176 0.000352114 0.00109471 0.000355184 0.000112252 0.000444423
0.000919258 0.000575067 0.000932068 0.000558511 0.000157966 0.000654318
0.000919258 0.000575067 0.000950395 0.000597528 0.000127166 0.000473028
0.000429308 0.00120831 0.000594407 0.000994926 0.000154688 6.23469e-05
0.000429308 0.00120831 0.000533495 0.00132008 9.32143e-05 0.000399818
-0.0010057 0.000766521 -0.000934667 0.000752721 0.000166547 0.00183673
-0.0010057 0.000766521 -0.000974494 0.000780982 0.000144861 0.00148304
