# time=300000
x1 y1 x2 y2 aperture velocity
-0.00373 -0.00283 -0.00352757 -0.00258291 0.000134763 0.00011222
-0.00373 -0.00164 -0.00324625 -0.001775 0.0001305 0.000160771
-0.00373 -0.00275 -0.00352757 -0.00258291 0.0001275 0.00012224
0.00166 0.00115 0.00163475 0.00112475 0.000112679 1.75515e-05
0.00166 0.00115 0.00176333 0.00125333 0.000112501 1.24118e-07
-0.00373 0.00211 -0.0033243 0.00180089 0.000195428 0.000801631
-0.00307 -0.00178 -0.00283176 -0.00170059 0.000167865 0.000108941
0.00286 0.000188 0.00290242 0.000207478 0.000108056 6.55189e-05
0.00286 0.000188 0.00289519 0.000188 0.00014843 0.000121978
0.00332 -0.000548 0.00338449 -0.000596367 0.000162076 2.23572e-05
0.00332 -0.000548 0.00331 -0.0005405 0.000161846 6.16179e-07
0.00189673 -0.000347672 0.00197863 -0.000431968 0.000133621 9.36842e-05
0.00189673 -0.000347672 0.00186998 -0.000394244 0.0001497 2.05235e-05
0.00171038 -0.000155878 0.00171636 -0.000162026 0.000131823 3.9286e-05
0.00171038 -0.000155878 0.0017059 -0.000163278 0.000118575 9.48995e-07
0.00171038 -0.000155878 0.00172213 -0.000136507 0.000118583 3.31619e-06
0.00147231 8.91569e-05 0.00151051 4.98413e-05 0.000131955 3.56746e-05
0.00142954 0.000133179 0.00144098 0.000121409 0.000132451 2.71995e-05
0.00104901 0.000524471 0.0011279 0.000455617 0.000123521 4.91603e-05
0.00104901 0.000524471 0.00110262 0.000581917 0.000131263 3.45718e-05
0.00110262 0.000581917 0.00121677 0.000486026 0.000146189 6.77863e-05
0.00110262 0.000581917 0.00122748 0.000715713 0.000131221 2.04117e-05
0.00124971 0.000739541 0.00129362 0.000721415 0.000119482 1.02272e-05
0.00124971 0.000739541 0.00129211 0.000784973 0.000132382 5.53713e-05
0.00170562 0.00122808 0.00163891 0.0011566 0.000130223 8.9067e-07
0.00170562 0.00122808 0.00176333 0.00125333 9.64709e-05 2.38879e-06
0.00176154 0.00128801 0.00170562 0.00122808 0.000130216 6.86211e-07
0.00176154 0.00128801 0.00179969 0.00128969 0.000136551 7.72356e-06
0.00198327 0.00152561 0.00183658 0.00136842 0.0001302 3.19481e-06
0.00198327 0.00152561 0.00204176 0.00153176 0.000215833 3.77498e-06
0.00230999 0.000371954 0.00237885 0.000323703 0.000147966 0.00024049
0.00230999 0.000371954 0.00232931 0.0004056 0.00015371 0.000115622
0.00224427 0.000418003 0.00230999 0.000371954 0.000145705 8.03813e-05
0.00224427 0.000418003 0.00232931 0.0004056 0.000135403 0.000105323
-0.00126679 0.00116528 -0.00114191 0.00112907 0.000150964 0.000100101
-0.00126679 0.00116528 -0.00122783 0.00121477 0.00011045 6.50885e-05
-0.00104508 0.00144685 -0.00100426 0.00141688 0.000151859 7.82711e-06
-0.00104508 0.00144685 -0.00120452 0.00156387 0.000151803 3.17468e-06
-0.00104508 0.00144685 -0.00102953 0.0014666 0.000107255 1.28917e-05
-0.000920641 0.0016049 -0.000901687 0.00159332 0.00013701 2.54298e-06
-0.0016882 0.00128744 -0.00159052 0.00125912 0.00014971 9.94841e-05
-0.0016882 0.00128744 -0.00164137 0.0012542 0.000140343 3.65943e-05
-0.00177193 0.00131171 -0.0016882 0.00128744 0.000152053 0.000131727
-0.00177193 0.00131171 -0.00146052 0.0013294 0.00010609 5.78585e-05
-0.00190038 0.00134894 -0.00177193 0.00131171 0.000151417 0.000119498
-0.00190038 0.00134894 -0.00185752 0.00130685 0.000115257 2.82388e-05
-0.00209025 0.00140398 -0.00201255 0.00138146 0.000149542 8.07549e-05
-0.00209025 0.00140398 -0.00198773 0.00129945 9.6368e-05 1.86771e-05
-0.0021636 0.00142525 -0.00209025 0.00140398 0.000149276 5.57493e-05
-0.0021636 0.00142525 -0.00209108 0.0013084 9.27273e-05 5.93411e-06
-0.00268809 0.00157789 -0.00248264 0.00148515 0.000121889 7.33203e-05
-0.00268809 0.00157789 -0.0028226 0.00163861 0.000119482 1.98378e-05
-0.00268809 0.00157789 -0.00274646 0.00163637 0.000122579 5.66142e-05
-0.0028226 0.00163861 -0.00274646 0.00163637 0.000119332 1.98627e-05
0.000864018 0.000685928 0.000865631 0.00068452 0.00012225 1.16476e-05
0.000864018 0.000685928 0.000900507 0.000722566 0.000125455 2.54794e-05
-0.00274646 0.00163637 -0.00259178 0.00163182 0.000121911 7.6367e-05
0.00112262 0.000312225 0.00114267 0.000286314 0.000155667 4.81753e-05
0.00112262 0.000312225 0.00112501 0.000314611 0.000109957 3.93125e-05
0.00109176 0.000352114 0.00111097 0.000327283 0.000156325 5.46731e-05
0.00109176 0.000352114 0.00109471 0.000355184 0.000110299 3.43881e-05
0.000919258 0.000575067 0.000932068 0.000558511 0.000155822 3.80434e-05
0.000919258 0.000575067 0.000950395 0.000597528 0.000124594 3.83392e-05
0.000429308 0.00120831 0.000594407 0.000994926 0.000154688 4.20643e-06
0.000429308 0.00120831 0.000533495 0.00132008 9.32143e-05 2.40239e-05
-0.0010057 0.000766521 -0.000934667 0.000752721 0.000158724 0.000129601
-0.0010057 0.000766521 -0.000974494 0.000780982 0.000138963 0.00011258
-0.000738723 0.00089023 -0.000703691 0.000855131 0.000111893 0.000112408
-0.000738723 0.00089023 -0.000706619 0.000905105 0.000138083 8.63212e-05
-0.000676616 0.000919008 -0.000471845 0.000623121 9.84999e-05 0.000112775
0.00232931 0.0004056 0.00253866 0.00037507 0.000139901 0.00022897
-0.0012114 0.000806483 -0.00115863 0.00079623 0.000157775 8.71974e-05
-0.0012114 0.000806483 -0.00120477 0.000837258 0.000130963 3.02774e-05
-0.0016368 0.000889126 -0.00159197 0.000880417 0.000157095 9.09597e-05
-0.0016368 0.000889126 -0.00157706 0.000825187 0.000118202 3.6963e-05
-0.00208273 0.00097576 -0.0018298 0.000926622 0.000156492 7.95297e-05
